Id;ActivityHour;Date;seconds;Calories
1503960366;5/01/2016 13:00;5/01/2016 0:00;1:00:00 p. m.;57
1503960366;5/01/2016 14:00;5/01/2016 0:00;2:00:00 p. m.;91
1503960366;5/01/2016 15:00;5/01/2016 0:00;3:00:00 p. m.;81
1503960366;5/01/2016 16:00;5/01/2016 0:00;4:00:00 p. m.;97
1503960366;5/01/2016 17:00;5/01/2016 0:00;5:00:00 p. m.;108
1503960366;5/01/2016 18:00;5/01/2016 0:00;6:00:00 p. m.;159
1503960366;5/01/2016 19:00;5/01/2016 0:00;7:00:00 p. m.;71
1503960366;5/01/2016 20:00;5/01/2016 0:00;8:00:00 p. m.;59
1503960366;5/01/2016 21:00;5/01/2016 0:00;9:00:00 p. m.;86
1503960366;5/01/2016 22:00;5/01/2016 0:00;10:00:00 p. m.;127
1503960366;5/01/2016 23:00;5/01/2016 0:00;11:00:00 p. m.;161
1503960366;5/02/2016 0:00;5/02/2016 0:00;12:00:00 a. m.;50
1503960366;5/02/2016 1:00;5/02/2016 0:00;1:00:00 a. m.;59
1503960366;5/02/2016 2:00;5/02/2016 0:00;2:00:00 a. m.;47
1503960366;5/02/2016 3:00;5/02/2016 0:00;3:00:00 a. m.;49
1503960366;5/02/2016 4:00;5/02/2016 0:00;4:00:00 a. m.;47
1503960366;5/02/2016 5:00;5/02/2016 0:00;5:00:00 a. m.;47
1503960366;5/02/2016 6:00;5/02/2016 0:00;6:00:00 a. m.;47
1503960366;5/02/2016 7:00;5/02/2016 0:00;7:00:00 a. m.;51
1503960366;5/02/2016 8:00;5/02/2016 0:00;8:00:00 a. m.;68
1503960366;5/02/2016 9:00;5/02/2016 0:00;9:00:00 a. m.;142
1503960366;5/02/2016 10:00;5/02/2016 0:00;10:00:00 a. m.;82
1503960366;5/02/2016 11:00;5/02/2016 0:00;11:00:00 a. m.;78
1503960366;5/02/2016 12:00;5/02/2016 0:00;12:00:00 p. m.;153
1503960366;5/02/2016 13:00;5/02/2016 0:00;1:00:00 p. m.;107
1503960366;5/02/2016 14:00;5/02/2016 0:00;2:00:00 p. m.;75
1503960366;5/02/2016 15:00;5/02/2016 0:00;3:00:00 p. m.;76
1503960366;5/02/2016 16:00;5/02/2016 0:00;4:00:00 p. m.;88
1503960366;5/02/2016 17:00;5/02/2016 0:00;5:00:00 p. m.;73
1503960366;5/02/2016 18:00;5/02/2016 0:00;6:00:00 p. m.;68
1503960366;5/02/2016 19:00;5/02/2016 0:00;7:00:00 p. m.;73
1503960366;5/02/2016 20:00;5/02/2016 0:00;8:00:00 p. m.;231
1503960366;5/02/2016 21:00;5/02/2016 0:00;9:00:00 p. m.;119
1503960366;5/02/2016 22:00;5/02/2016 0:00;10:00:00 p. m.;106
1503960366;5/02/2016 23:00;5/02/2016 0:00;11:00:00 p. m.;80
1503960366;5/03/2016 0:00;5/03/2016 0:00;12:00:00 a. m.;54
1503960366;5/03/2016 1:00;5/03/2016 0:00;1:00:00 a. m.;58
1503960366;5/03/2016 2:00;5/03/2016 0:00;2:00:00 a. m.;49
1503960366;5/03/2016 3:00;5/03/2016 0:00;3:00:00 a. m.;57
1503960366;5/03/2016 4:00;5/03/2016 0:00;4:00:00 a. m.;47
1503960366;5/03/2016 5:00;5/03/2016 0:00;5:00:00 a. m.;47
1503960366;5/03/2016 6:00;5/03/2016 0:00;6:00:00 a. m.;50
1503960366;5/03/2016 7:00;5/03/2016 0:00;7:00:00 a. m.;51
1503960366;5/03/2016 8:00;5/03/2016 0:00;8:00:00 a. m.;64
1503960366;5/03/2016 9:00;5/03/2016 0:00;9:00:00 a. m.;114
1503960366;5/03/2016 10:00;5/03/2016 0:00;10:00:00 a. m.;99
1503960366;5/03/2016 11:00;5/03/2016 0:00;11:00:00 a. m.;74
1503960366;5/03/2016 12:00;5/03/2016 0:00;12:00:00 p. m.;81
1503960366;5/03/2016 13:00;5/03/2016 0:00;1:00:00 p. m.;83
1503960366;5/03/2016 14:00;5/03/2016 0:00;2:00:00 p. m.;88
1503960366;5/03/2016 15:00;5/03/2016 0:00;3:00:00 p. m.;136
1503960366;5/03/2016 16:00;5/03/2016 0:00;4:00:00 p. m.;103
1503960366;5/03/2016 17:00;5/03/2016 0:00;5:00:00 p. m.;89
1503960366;5/03/2016 18:00;5/03/2016 0:00;6:00:00 p. m.;191
1503960366;5/03/2016 19:00;5/03/2016 0:00;7:00:00 p. m.;58
1503960366;5/03/2016 20:00;5/03/2016 0:00;8:00:00 p. m.;50
1503960366;5/03/2016 21:00;5/03/2016 0:00;9:00:00 p. m.;109
1503960366;5/03/2016 22:00;5/03/2016 0:00;10:00:00 p. m.;163
1503960366;5/03/2016 23:00;5/03/2016 0:00;11:00:00 p. m.;77
1503960366;5/04/2016 0:00;5/04/2016 0:00;12:00:00 a. m.;79
1503960366;5/04/2016 1:00;5/04/2016 0:00;1:00:00 a. m.;53
1503960366;5/04/2016 2:00;5/04/2016 0:00;2:00:00 a. m.;47
1503960366;5/04/2016 3:00;5/04/2016 0:00;3:00:00 a. m.;47
1503960366;5/04/2016 4:00;5/04/2016 0:00;4:00:00 a. m.;47
1503960366;5/04/2016 5:00;5/04/2016 0:00;5:00:00 a. m.;47
1503960366;5/04/2016 6:00;5/04/2016 0:00;6:00:00 a. m.;47
1503960366;5/04/2016 7:00;5/04/2016 0:00;7:00:00 a. m.;47
1503960366;5/04/2016 8:00;5/04/2016 0:00;8:00:00 a. m.;53
1503960366;5/04/2016 9:00;5/04/2016 0:00;9:00:00 a. m.;125
1503960366;5/04/2016 10:00;5/04/2016 0:00;10:00:00 a. m.;87
1503960366;5/04/2016 11:00;5/04/2016 0:00;11:00:00 a. m.;65
1503960366;5/04/2016 12:00;5/04/2016 0:00;12:00:00 p. m.;75
1503960366;5/04/2016 13:00;5/04/2016 0:00;1:00:00 p. m.;76
1503960366;5/04/2016 14:00;5/04/2016 0:00;2:00:00 p. m.;152
1503960366;5/04/2016 15:00;5/04/2016 0:00;3:00:00 p. m.;65
1503960366;5/04/2016 16:00;5/04/2016 0:00;4:00:00 p. m.;64
1503960366;5/04/2016 17:00;5/04/2016 0:00;5:00:00 p. m.;71
1503960366;5/04/2016 18:00;5/04/2016 0:00;6:00:00 p. m.;145
1503960366;5/04/2016 19:00;5/04/2016 0:00;7:00:00 p. m.;78
1503960366;5/04/2016 20:00;5/04/2016 0:00;8:00:00 p. m.;124
1503960366;5/04/2016 21:00;5/04/2016 0:00;9:00:00 p. m.;110
1503960366;5/04/2016 22:00;5/04/2016 0:00;10:00:00 p. m.;63
1503960366;5/04/2016 23:00;5/04/2016 0:00;11:00:00 p. m.;52
1503960366;5/05/2016 0:00;5/05/2016 0:00;12:00:00 a. m.;56
1503960366;5/05/2016 1:00;5/05/2016 0:00;1:00:00 a. m.;58
1503960366;5/05/2016 2:00;5/05/2016 0:00;2:00:00 a. m.;52
1503960366;5/05/2016 3:00;5/05/2016 0:00;3:00:00 a. m.;47
1503960366;5/05/2016 4:00;5/05/2016 0:00;4:00:00 a. m.;53
1503960366;5/05/2016 5:00;5/05/2016 0:00;5:00:00 a. m.;47
1503960366;5/05/2016 6:00;5/05/2016 0:00;6:00:00 a. m.;49
1503960366;5/05/2016 7:00;5/05/2016 0:00;7:00:00 a. m.;51
1503960366;5/05/2016 8:00;5/05/2016 0:00;8:00:00 a. m.;61
1503960366;5/05/2016 9:00;5/05/2016 0:00;9:00:00 a. m.;131
1503960366;5/05/2016 10:00;5/05/2016 0:00;10:00:00 a. m.;78
1503960366;5/05/2016 11:00;5/05/2016 0:00;11:00:00 a. m.;59
1503960366;5/05/2016 12:00;5/05/2016 0:00;12:00:00 p. m.;75
1503960366;5/05/2016 13:00;5/05/2016 0:00;1:00:00 p. m.;110
1503960366;5/05/2016 14:00;5/05/2016 0:00;2:00:00 p. m.;75
1503960366;5/05/2016 15:00;5/05/2016 0:00;3:00:00 p. m.;72
1503960366;5/05/2016 16:00;5/05/2016 0:00;4:00:00 p. m.;102
1503960366;5/05/2016 17:00;5/05/2016 0:00;5:00:00 p. m.;154
1503960366;5/05/2016 18:00;5/05/2016 0:00;6:00:00 p. m.;95
1503960366;5/05/2016 19:00;5/05/2016 0:00;7:00:00 p. m.;82
1503960366;5/05/2016 20:00;5/05/2016 0:00;8:00:00 p. m.;79
1503960366;5/05/2016 21:00;5/05/2016 0:00;9:00:00 p. m.;219
1503960366;5/05/2016 22:00;5/05/2016 0:00;10:00:00 p. m.;95
1503960366;5/05/2016 23:00;5/05/2016 0:00;11:00:00 p. m.;60
1503960366;5/06/2016 0:00;5/06/2016 0:00;12:00:00 a. m.;68
1503960366;5/06/2016 1:00;5/06/2016 0:00;1:00:00 a. m.;51
1503960366;5/06/2016 2:00;5/06/2016 0:00;2:00:00 a. m.;57
1503960366;5/06/2016 3:00;5/06/2016 0:00;3:00:00 a. m.;47
1503960366;5/06/2016 4:00;5/06/2016 0:00;4:00:00 a. m.;48
1503960366;5/06/2016 5:00;5/06/2016 0:00;5:00:00 a. m.;47
1503960366;5/06/2016 6:00;5/06/2016 0:00;6:00:00 a. m.;48
1503960366;5/06/2016 7:00;5/06/2016 0:00;7:00:00 a. m.;51
1503960366;5/06/2016 8:00;5/06/2016 0:00;8:00:00 a. m.;63
1503960366;5/06/2016 9:00;5/06/2016 0:00;9:00:00 a. m.;134
1503960366;5/06/2016 10:00;5/06/2016 0:00;10:00:00 a. m.;85
1503960366;5/06/2016 11:00;5/06/2016 0:00;11:00:00 a. m.;65
1503960366;5/06/2016 12:00;5/06/2016 0:00;12:00:00 p. m.;72
1503960366;5/06/2016 13:00;5/06/2016 0:00;1:00:00 p. m.;66
1503960366;5/06/2016 14:00;5/06/2016 0:00;2:00:00 p. m.;83
1503960366;5/06/2016 15:00;5/06/2016 0:00;3:00:00 p. m.;104
1503960366;5/06/2016 16:00;5/06/2016 0:00;4:00:00 p. m.;78
1503960366;5/06/2016 17:00;5/06/2016 0:00;5:00:00 p. m.;73
1503960366;5/06/2016 18:00;5/06/2016 0:00;6:00:00 p. m.;127
1503960366;5/06/2016 19:00;5/06/2016 0:00;7:00:00 p. m.;172
1503960366;5/06/2016 20:00;5/06/2016 0:00;8:00:00 p. m.;73
1503960366;5/06/2016 21:00;5/06/2016 0:00;9:00:00 p. m.;83
1503960366;5/06/2016 22:00;5/06/2016 0:00;10:00:00 p. m.;78
1503960366;5/06/2016 23:00;5/06/2016 0:00;11:00:00 p. m.;124
1503960366;5/07/2016 0:00;5/07/2016 0:00;12:00:00 a. m.;65
1503960366;5/07/2016 1:00;5/07/2016 0:00;1:00:00 a. m.;48
1503960366;5/07/2016 2:00;5/07/2016 0:00;2:00:00 a. m.;50
1503960366;5/07/2016 3:00;5/07/2016 0:00;3:00:00 a. m.;47
1503960366;5/07/2016 4:00;5/07/2016 0:00;4:00:00 a. m.;48
1503960366;5/07/2016 5:00;5/07/2016 0:00;5:00:00 a. m.;47
1503960366;5/07/2016 6:00;5/07/2016 0:00;6:00:00 a. m.;47
1503960366;5/07/2016 7:00;5/07/2016 0:00;7:00:00 a. m.;47
1503960366;5/07/2016 8:00;5/07/2016 0:00;8:00:00 a. m.;61
1503960366;5/07/2016 9:00;5/07/2016 0:00;9:00:00 a. m.;59
1503960366;5/07/2016 10:00;5/07/2016 0:00;10:00:00 a. m.;133
1503960366;5/07/2016 11:00;5/07/2016 0:00;11:00:00 a. m.;164
1503960366;5/07/2016 12:00;5/07/2016 0:00;12:00:00 p. m.;62
1503960366;5/07/2016 13:00;5/07/2016 0:00;1:00:00 p. m.;55
1503960366;5/07/2016 14:00;5/07/2016 0:00;2:00:00 p. m.;64
1503960366;5/07/2016 15:00;5/07/2016 0:00;3:00:00 p. m.;65
1503960366;5/07/2016 16:00;5/07/2016 0:00;4:00:00 p. m.;68
1503960366;5/07/2016 17:00;5/07/2016 0:00;5:00:00 p. m.;64
1503960366;5/07/2016 18:00;5/07/2016 0:00;6:00:00 p. m.;71
1503960366;5/07/2016 19:00;5/07/2016 0:00;7:00:00 p. m.;91
1503960366;5/07/2016 20:00;5/07/2016 0:00;8:00:00 p. m.;59
1503960366;5/07/2016 21:00;5/07/2016 0:00;9:00:00 p. m.;140
1503960366;5/07/2016 22:00;5/07/2016 0:00;10:00:00 p. m.;209
1503960366;5/07/2016 23:00;5/07/2016 0:00;11:00:00 p. m.;55
1503960366;5/08/2016 0:00;5/08/2016 0:00;12:00:00 a. m.;62
1503960366;5/08/2016 1:00;5/08/2016 0:00;1:00:00 a. m.;48
1503960366;5/08/2016 2:00;5/08/2016 0:00;2:00:00 a. m.;47
1503960366;5/08/2016 3:00;5/08/2016 0:00;3:00:00 a. m.;47
1503960366;5/08/2016 4:00;5/08/2016 0:00;4:00:00 a. m.;48
1503960366;5/08/2016 5:00;5/08/2016 0:00;5:00:00 a. m.;47
1503960366;5/08/2016 6:00;5/08/2016 0:00;6:00:00 a. m.;48
1503960366;5/08/2016 7:00;5/08/2016 0:00;7:00:00 a. m.;47
1503960366;5/08/2016 8:00;5/08/2016 0:00;8:00:00 a. m.;47
1503960366;5/08/2016 9:00;5/08/2016 0:00;9:00:00 a. m.;47
1503960366;5/08/2016 10:00;5/08/2016 0:00;10:00:00 a. m.;47
1503960366;5/08/2016 11:00;5/08/2016 0:00;11:00:00 a. m.;47
1503960366;5/08/2016 12:00;5/08/2016 0:00;12:00:00 p. m.;85
1503960366;5/08/2016 13:00;5/08/2016 0:00;1:00:00 p. m.;65
1503960366;5/08/2016 14:00;5/08/2016 0:00;2:00:00 p. m.;98
1503960366;5/08/2016 15:00;5/08/2016 0:00;3:00:00 p. m.;68
1503960366;5/08/2016 16:00;5/08/2016 0:00;4:00:00 p. m.;58
1503960366;5/08/2016 17:00;5/08/2016 0:00;5:00:00 p. m.;69
1503960366;5/08/2016 18:00;5/08/2016 0:00;6:00:00 p. m.;261
1503960366;5/08/2016 19:00;5/08/2016 0:00;7:00:00 p. m.;107
1503960366;5/08/2016 20:00;5/08/2016 0:00;8:00:00 p. m.;88
1503960366;5/08/2016 21:00;5/08/2016 0:00;9:00:00 p. m.;101
1503960366;5/08/2016 22:00;5/08/2016 0:00;10:00:00 p. m.;92
1503960366;5/08/2016 23:00;5/08/2016 0:00;11:00:00 p. m.;66
1503960366;5/09/2016 0:00;5/09/2016 0:00;12:00:00 a. m.;60
1503960366;5/09/2016 1:00;5/09/2016 0:00;1:00:00 a. m.;47
1503960366;5/09/2016 2:00;5/09/2016 0:00;2:00:00 a. m.;47
1503960366;5/09/2016 3:00;5/09/2016 0:00;3:00:00 a. m.;47
1503960366;5/09/2016 4:00;5/09/2016 0:00;4:00:00 a. m.;47
1503960366;5/09/2016 5:00;5/09/2016 0:00;5:00:00 a. m.;49
1503960366;5/09/2016 6:00;5/09/2016 0:00;6:00:00 a. m.;81
1503960366;5/09/2016 7:00;5/09/2016 0:00;7:00:00 a. m.;63
1503960366;5/09/2016 8:00;5/09/2016 0:00;8:00:00 a. m.;58
1503960366;5/09/2016 9:00;5/09/2016 0:00;9:00:00 a. m.;58
1503960366;5/09/2016 10:00;5/09/2016 0:00;10:00:00 a. m.;69
1503960366;5/09/2016 11:00;5/09/2016 0:00;11:00:00 a. m.;74
1503960366;5/09/2016 12:00;5/09/2016 0:00;12:00:00 p. m.;79
1503960366;5/09/2016 13:00;5/09/2016 0:00;1:00:00 p. m.;52
1503960366;5/09/2016 14:00;5/09/2016 0:00;2:00:00 p. m.;51
1503960366;5/09/2016 15:00;5/09/2016 0:00;3:00:00 p. m.;53
1503960366;5/09/2016 16:00;5/09/2016 0:00;4:00:00 p. m.;176
1503960366;5/09/2016 17:00;5/09/2016 0:00;5:00:00 p. m.;125
1503960366;5/09/2016 18:00;5/09/2016 0:00;6:00:00 p. m.;90
1503960366;5/09/2016 19:00;5/09/2016 0:00;7:00:00 p. m.;115
1503960366;5/09/2016 20:00;5/09/2016 0:00;8:00:00 p. m.;117
1503960366;5/09/2016 21:00;5/09/2016 0:00;9:00:00 p. m.;168
1503960366;5/09/2016 22:00;5/09/2016 0:00;10:00:00 p. m.;47
1503960366;5/09/2016 23:00;5/09/2016 0:00;11:00:00 p. m.;47
1503960366;5/10/2016 0:00;5/10/2016 0:00;12:00:00 a. m.;47
1503960366;5/10/2016 1:00;5/10/2016 0:00;1:00:00 a. m.;58
1503960366;5/10/2016 2:00;5/10/2016 0:00;2:00:00 a. m.;47
1503960366;5/10/2016 3:00;5/10/2016 0:00;3:00:00 a. m.;47
1503960366;5/10/2016 4:00;5/10/2016 0:00;4:00:00 a. m.;47
1503960366;5/10/2016 5:00;5/10/2016 0:00;5:00:00 a. m.;47
1503960366;5/10/2016 6:00;5/10/2016 0:00;6:00:00 a. m.;47
1503960366;5/10/2016 7:00;5/10/2016 0:00;7:00:00 a. m.;53
1503960366;5/10/2016 8:00;5/10/2016 0:00;8:00:00 a. m.;67
1503960366;5/10/2016 9:00;5/10/2016 0:00;9:00:00 a. m.;118
1503960366;5/10/2016 10:00;5/10/2016 0:00;10:00:00 a. m.;76
1503960366;5/10/2016 11:00;5/10/2016 0:00;11:00:00 a. m.;102
1503960366;5/10/2016 12:00;5/10/2016 0:00;12:00:00 p. m.;63
1503960366;5/10/2016 13:00;5/10/2016 0:00;1:00:00 p. m.;73
1503960366;5/10/2016 14:00;5/10/2016 0:00;2:00:00 p. m.;66
1503960366;5/10/2016 15:00;5/10/2016 0:00;3:00:00 p. m.;101
1503960366;5/10/2016 16:00;5/10/2016 0:00;4:00:00 p. m.;83
1503960366;5/10/2016 17:00;5/10/2016 0:00;5:00:00 p. m.;88
1503960366;5/10/2016 18:00;5/10/2016 0:00;6:00:00 p. m.;160
1503960366;5/10/2016 19:00;5/10/2016 0:00;7:00:00 p. m.;127
1503960366;5/10/2016 20:00;5/10/2016 0:00;8:00:00 p. m.;164
1503960366;5/10/2016 21:00;5/10/2016 0:00;9:00:00 p. m.;77
1503960366;5/10/2016 22:00;5/10/2016 0:00;10:00:00 p. m.;50
1503960366;5/10/2016 23:00;5/10/2016 0:00;11:00:00 p. m.;53
1503960366;5/11/2016 0:00;5/11/2016 0:00;12:00:00 a. m.;72
1503960366;5/11/2016 1:00;5/11/2016 0:00;1:00:00 a. m.;54
1503960366;5/11/2016 2:00;5/11/2016 0:00;2:00:00 a. m.;54
1503960366;5/11/2016 3:00;5/11/2016 0:00;3:00:00 a. m.;49
1503960366;5/11/2016 4:00;5/11/2016 0:00;4:00:00 a. m.;47
1503960366;5/11/2016 5:00;5/11/2016 0:00;5:00:00 a. m.;47
1503960366;5/11/2016 6:00;5/11/2016 0:00;6:00:00 a. m.;47
1503960366;5/11/2016 7:00;5/11/2016 0:00;7:00:00 a. m.;53
1503960366;5/11/2016 8:00;5/11/2016 0:00;8:00:00 a. m.;78
1503960366;5/11/2016 9:00;5/11/2016 0:00;9:00:00 a. m.;144
1503960366;5/11/2016 10:00;5/11/2016 0:00;10:00:00 a. m.;89
1503960366;5/11/2016 11:00;5/11/2016 0:00;11:00:00 a. m.;75
1503960366;5/11/2016 12:00;5/11/2016 0:00;12:00:00 p. m.;63
1503960366;5/11/2016 13:00;5/11/2016 0:00;1:00:00 p. m.;101
1503960366;5/11/2016 14:00;5/11/2016 0:00;2:00:00 p. m.;130
1503960366;5/11/2016 15:00;5/11/2016 0:00;3:00:00 p. m.;72
1503960366;5/11/2016 16:00;5/11/2016 0:00;4:00:00 p. m.;70
1503960366;5/11/2016 17:00;5/11/2016 0:00;5:00:00 p. m.;67
1503960366;5/11/2016 18:00;5/11/2016 0:00;6:00:00 p. m.;208
1503960366;5/11/2016 19:00;5/11/2016 0:00;7:00:00 p. m.;90
1503960366;5/11/2016 20:00;5/11/2016 0:00;8:00:00 p. m.;114
1624580081;4/12/2016 0:00;4/12/2016 0:00;12:00:00 a. m.;55
1624580081;4/12/2016 1:00;4/12/2016 0:00;1:00:00 a. m.;51
1624580081;4/12/2016 2:00;4/12/2016 0:00;2:00:00 a. m.;50
1624580081;4/12/2016 3:00;4/12/2016 0:00;3:00:00 a. m.;51
1624580081;4/12/2016 4:00;4/12/2016 0:00;4:00:00 a. m.;50
1624580081;4/12/2016 5:00;4/12/2016 0:00;5:00:00 a. m.;50
1624580081;4/12/2016 6:00;4/12/2016 0:00;6:00:00 a. m.;50
1624580081;4/12/2016 7:00;4/12/2016 0:00;7:00:00 a. m.;50
1624580081;4/12/2016 8:00;4/12/2016 0:00;8:00:00 a. m.;51
1624580081;4/12/2016 9:00;4/12/2016 0:00;9:00:00 a. m.;74
1624580081;4/12/2016 10:00;4/12/2016 0:00;10:00:00 a. m.;141
1624580081;4/12/2016 11:00;4/12/2016 0:00;11:00:00 a. m.;56
1624580081;4/12/2016 12:00;4/12/2016 0:00;12:00:00 p. m.;57
1624580081;4/12/2016 13:00;4/12/2016 0:00;1:00:00 p. m.;54
1624580081;4/12/2016 14:00;4/12/2016 0:00;2:00:00 p. m.;55
1624580081;4/12/2016 15:00;4/12/2016 0:00;3:00:00 p. m.;52
1624580081;4/12/2016 16:00;4/12/2016 0:00;4:00:00 p. m.;54
1624580081;4/12/2016 17:00;4/12/2016 0:00;5:00:00 p. m.;63
1624580081;4/12/2016 18:00;4/12/2016 0:00;6:00:00 p. m.;62
1624580081;4/12/2016 19:00;4/12/2016 0:00;7:00:00 p. m.;77
1624580081;4/12/2016 20:00;4/12/2016 0:00;8:00:00 p. m.;60
1624580081;4/12/2016 21:00;4/12/2016 0:00;9:00:00 p. m.;50
1624580081;4/12/2016 22:00;4/12/2016 0:00;10:00:00 p. m.;50
1624580081;4/12/2016 23:00;4/12/2016 0:00;11:00:00 p. m.;70
1624580081;5/01/2016 0:00;5/01/2016 0:00;12:00:00 a. m.;51
1624580081;5/01/2016 1:00;5/01/2016 0:00;1:00:00 a. m.;50
1624580081;5/01/2016 2:00;5/01/2016 0:00;2:00:00 a. m.;51
1624580081;5/01/2016 3:00;5/01/2016 0:00;3:00:00 a. m.;52
1624580081;5/01/2016 4:00;5/01/2016 0:00;4:00:00 a. m.;87
1624580081;5/01/2016 5:00;5/01/2016 0:00;5:00:00 a. m.;132
1624580081;5/01/2016 6:00;5/01/2016 0:00;6:00:00 a. m.;177
1624580081;5/01/2016 7:00;5/01/2016 0:00;7:00:00 a. m.;336
1624580081;5/01/2016 8:00;5/01/2016 0:00;8:00:00 a. m.;369
1624580081;5/01/2016 9:00;5/01/2016 0:00;9:00:00 a. m.;374
1624580081;5/01/2016 10:00;5/01/2016 0:00;10:00:00 a. m.;201
1624580081;5/01/2016 11:00;5/01/2016 0:00;11:00:00 a. m.;66
1624580081;5/01/2016 12:00;5/01/2016 0:00;12:00:00 p. m.;71
1624580081;5/01/2016 13:00;5/01/2016 0:00;1:00:00 p. m.;52
1624580081;5/01/2016 14:00;5/01/2016 0:00;2:00:00 p. m.;50
1624580081;5/01/2016 15:00;5/01/2016 0:00;3:00:00 p. m.;51
1624580081;5/01/2016 16:00;5/01/2016 0:00;4:00:00 p. m.;65
1624580081;5/01/2016 17:00;5/01/2016 0:00;5:00:00 p. m.;54
1624580081;5/01/2016 18:00;5/01/2016 0:00;6:00:00 p. m.;55
1624580081;5/01/2016 19:00;5/01/2016 0:00;7:00:00 p. m.;55
1624580081;5/01/2016 20:00;5/01/2016 0:00;8:00:00 p. m.;74
1624580081;5/01/2016 21:00;5/01/2016 0:00;9:00:00 p. m.;94
1624580081;5/01/2016 22:00;5/01/2016 0:00;10:00:00 p. m.;71
1624580081;5/01/2016 23:00;5/01/2016 0:00;11:00:00 p. m.;54
1624580081;5/02/2016 0:00;5/02/2016 0:00;12:00:00 a. m.;55
1624580081;5/02/2016 1:00;5/02/2016 0:00;1:00:00 a. m.;50
1624580081;5/02/2016 2:00;5/02/2016 0:00;2:00:00 a. m.;50
1624580081;5/02/2016 3:00;5/02/2016 0:00;3:00:00 a. m.;50
1624580081;5/02/2016 4:00;5/02/2016 0:00;4:00:00 a. m.;50
1624580081;5/02/2016 5:00;5/02/2016 0:00;5:00:00 a. m.;50
1624580081;5/02/2016 6:00;5/02/2016 0:00;6:00:00 a. m.;58
1624580081;5/02/2016 7:00;5/02/2016 0:00;7:00:00 a. m.;50
1624580081;5/02/2016 8:00;5/02/2016 0:00;8:00:00 a. m.;50
1624580081;5/02/2016 9:00;5/02/2016 0:00;9:00:00 a. m.;51
1624580081;5/02/2016 10:00;5/02/2016 0:00;10:00:00 a. m.;75
1624580081;5/02/2016 11:00;5/02/2016 0:00;11:00:00 a. m.;111
1624580081;5/02/2016 12:00;5/02/2016 0:00;12:00:00 p. m.;61
1624580081;5/02/2016 13:00;5/02/2016 0:00;1:00:00 p. m.;60
1624580081;5/02/2016 14:00;5/02/2016 0:00;2:00:00 p. m.;53
