Id;ActivityHour;Date;Hour;StepTotal
1503960366;5/02/2016 20:00;5/02/2016;8:00:00 p. m.;3903
1503960366;5/02/2016 21:00;5/02/2016;9:00:00 p. m.;1427
1503960366;5/02/2016 22:00;5/02/2016;10:00:00 p. m.;945
1503960366;5/02/2016 23:00;5/02/2016;11:00:00 p. m.;404
1503960366;5/03/2016 0:00;5/03/2016;12:00:00 a. m.;55
1503960366;5/03/2016 1:00;5/03/2016;1:00:00 a. m.;79
1503960366;5/03/2016 2:00;5/03/2016;2:00:00 a. m.;20
1503960366;5/03/2016 3:00;5/03/2016;3:00:00 a. m.;110
1503960366;5/03/2016 4:00;5/03/2016;4:00:00 a. m.;0
1503960366;5/03/2016 5:00;5/03/2016;5:00:00 a. m.;0
1503960366;5/03/2016 6:00;5/03/2016;6:00:00 a. m.;16
1503960366;5/03/2016 7:00;5/03/2016;7:00:00 a. m.;23
1503960366;5/03/2016 8:00;5/03/2016;8:00:00 a. m.;158
1503960366;5/03/2016 9:00;5/03/2016;9:00:00 a. m.;1391
1503960366;5/03/2016 10:00;5/03/2016;10:00:00 a. m.;955
1503960366;5/03/2016 11:00;5/03/2016;11:00:00 a. m.;297
1503960366;5/03/2016 12:00;5/03/2016;12:00:00 p. m.;396
1503960366;5/03/2016 13:00;5/03/2016;1:00:00 p. m.;309
1503960366;5/03/2016 14:00;5/03/2016;2:00:00 p. m.;384
1503960366;5/03/2016 15:00;5/03/2016;3:00:00 p. m.;1719
1503960366;5/03/2016 16:00;5/03/2016;4:00:00 p. m.;870
1503960366;5/03/2016 17:00;5/03/2016;5:00:00 p. m.;690
1503960366;5/03/2016 18:00;5/03/2016;6:00:00 p. m.;3119
1503960366;5/03/2016 19:00;5/03/2016;7:00:00 p. m.;140
1503960366;5/03/2016 20:00;5/03/2016;8:00:00 p. m.;6
1503960366;5/03/2016 21:00;5/03/2016;9:00:00 p. m.;1333
1503960366;5/03/2016 22:00;5/03/2016;10:00:00 p. m.;2549
1503960366;5/03/2016 23:00;5/03/2016;11:00:00 p. m.;484
1503960366;5/04/2016 0:00;5/04/2016;12:00:00 a. m.;400
1503960366;5/04/2016 1:00;5/04/2016;1:00:00 a. m.;18
1503960366;5/04/2016 2:00;5/04/2016;2:00:00 a. m.;0
1503960366;5/04/2016 3:00;5/04/2016;3:00:00 a. m.;0
1503960366;5/04/2016 4:00;5/04/2016;4:00:00 a. m.;0
1503960366;5/04/2016 5:00;5/04/2016;5:00:00 a. m.;0
1503960366;5/04/2016 6:00;5/04/2016;6:00:00 a. m.;0
1503960366;5/04/2016 7:00;5/04/2016;7:00:00 a. m.;0
1503960366;5/04/2016 8:00;5/04/2016;8:00:00 a. m.;68
1503960366;5/04/2016 9:00;5/04/2016;9:00:00 a. m.;1470
1503960366;5/04/2016 10:00;5/04/2016;10:00:00 a. m.;598
1503960366;5/04/2016 11:00;5/04/2016;11:00:00 a. m.;194
1503960366;5/04/2016 12:00;5/04/2016;12:00:00 p. m.;366
1503960366;5/04/2016 13:00;5/04/2016;1:00:00 p. m.;318
1503960366;5/04/2016 14:00;5/04/2016;2:00:00 p. m.;2284
1503960366;5/04/2016 15:00;5/04/2016;3:00:00 p. m.;138
1503960366;5/04/2016 16:00;5/04/2016;4:00:00 p. m.;144
1503960366;5/04/2016 17:00;5/04/2016;5:00:00 p. m.;341
1503960366;5/04/2016 18:00;5/04/2016;6:00:00 p. m.;2041
1503960366;5/04/2016 19:00;5/04/2016;7:00:00 p. m.;205
1503960366;5/04/2016 20:00;5/04/2016;8:00:00 p. m.;1316
1503960366;5/04/2016 21:00;5/04/2016;9:00:00 p. m.;1106
1503960366;5/04/2016 22:00;5/04/2016;10:00:00 p. m.;93
1503960366;5/04/2016 23:00;5/04/2016;11:00:00 p. m.;0
1503960366;5/05/2016 0:00;5/05/2016;12:00:00 a. m.;70
1503960366;5/05/2016 1:00;5/05/2016;1:00:00 a. m.;113
1503960366;5/05/2016 2:00;5/05/2016;2:00:00 a. m.;19
1503960366;5/05/2016 3:00;5/05/2016;3:00:00 a. m.;0
1503960366;5/05/2016 4:00;5/05/2016;4:00:00 a. m.;44
1503960366;5/05/2016 5:00;5/05/2016;5:00:00 a. m.;0
1503960366;5/05/2016 6:00;5/05/2016;6:00:00 a. m.;8
1503960366;5/05/2016 7:00;5/05/2016;7:00:00 a. m.;23
1503960366;5/05/2016 8:00;5/05/2016;8:00:00 a. m.;107
1503960366;5/05/2016 9:00;5/05/2016;9:00:00 a. m.;1615
1503960366;5/05/2016 10:00;5/05/2016;10:00:00 a. m.;360
1503960366;5/05/2016 11:00;5/05/2016;11:00:00 a. m.;28
1503960366;5/05/2016 12:00;5/05/2016;12:00:00 p. m.;318
1503960366;5/05/2016 13:00;5/05/2016;1:00:00 p. m.;1231
1503960366;5/05/2016 14:00;5/05/2016;2:00:00 p. m.;375
1503960366;5/05/2016 15:00;5/05/2016;3:00:00 p. m.;187
1503960366;5/05/2016 16:00;5/05/2016;4:00:00 p. m.;989
1503960366;5/05/2016 17:00;5/05/2016;5:00:00 p. m.;2217
1503960366;5/05/2016 18:00;5/05/2016;6:00:00 p. m.;715
1503960366;5/05/2016 19:00;5/05/2016;7:00:00 p. m.;348
1503960366;5/05/2016 20:00;5/05/2016;8:00:00 p. m.;283
1503960366;5/05/2016 21:00;5/05/2016;9:00:00 p. m.;3897
1503960366;5/05/2016 22:00;5/05/2016;10:00:00 p. m.;900
1503960366;5/05/2016 23:00;5/05/2016;11:00:00 p. m.;200
1503960366;5/06/2016 0:00;5/06/2016;12:00:00 a. m.;186
1503960366;5/06/2016 1:00;5/06/2016;1:00:00 a. m.;4
1503960366;5/06/2016 2:00;5/06/2016;2:00:00 a. m.;88
1503960366;5/06/2016 3:00;5/06/2016;3:00:00 a. m.;0
1503960366;5/06/2016 4:00;5/06/2016;4:00:00 a. m.;19
1503960366;5/06/2016 5:00;5/06/2016;5:00:00 a. m.;0
1503960366;5/06/2016 6:00;5/06/2016;6:00:00 a. m.;0
1503960366;5/06/2016 7:00;5/06/2016;7:00:00 a. m.;23
1503960366;5/06/2016 8:00;5/06/2016;8:00:00 a. m.;146
1503960366;5/06/2016 9:00;5/06/2016;9:00:00 a. m.;1683
1503960366;5/06/2016 10:00;5/06/2016;10:00:00 a. m.;504
1503960366;5/06/2016 11:00;5/06/2016;11:00:00 a. m.;234
1503960366;5/06/2016 12:00;5/06/2016;12:00:00 p. m.;261
1503960366;5/06/2016 13:00;5/06/2016;1:00:00 p. m.;175
1503960366;5/06/2016 14:00;5/06/2016;2:00:00 p. m.;535
1503960366;5/06/2016 15:00;5/06/2016;3:00:00 p. m.;900
1503960366;5/06/2016 16:00;5/06/2016;4:00:00 p. m.;335
1503960366;5/06/2016 17:00;5/06/2016;5:00:00 p. m.;279
1503960366;5/06/2016 18:00;5/06/2016;6:00:00 p. m.;1532
1503960366;5/06/2016 19:00;5/06/2016;7:00:00 p. m.;2500
1503960366;5/06/2016 20:00;5/06/2016;8:00:00 p. m.;255
1503960366;5/06/2016 21:00;5/06/2016;9:00:00 p. m.;514
1503960366;5/06/2016 22:00;5/06/2016;10:00:00 p. m.;375
1503960366;5/06/2016 23:00;5/06/2016;11:00:00 p. m.;1611
1503960366;5/07/2016 0:00;5/07/2016;12:00:00 a. m.;168
1503960366;5/07/2016 1:00;5/07/2016;1:00:00 a. m.;0
1503960366;5/07/2016 2:00;5/07/2016;2:00:00 a. m.;19
1503960366;5/07/2016 3:00;5/07/2016;3:00:00 a. m.;0
1503960366;5/07/2016 4:00;5/07/2016;4:00:00 a. m.;0
1503960366;5/07/2016 5:00;5/07/2016;5:00:00 a. m.;0
1503960366;5/07/2016 6:00;5/07/2016;6:00:00 a. m.;0
1503960366;5/07/2016 7:00;5/07/2016;7:00:00 a. m.;0
1503960366;5/07/2016 8:00;5/07/2016;8:00:00 a. m.;132
1503960366;5/07/2016 9:00;5/07/2016;9:00:00 a. m.;115
1503960366;5/07/2016 10:00;5/07/2016;10:00:00 a. m.;1291
1503960366;5/07/2016 11:00;5/07/2016;11:00:00 a. m.;2352
1503960366;5/07/2016 12:00;5/07/2016;12:00:00 p. m.;129
1503960366;5/07/2016 13:00;5/07/2016;1:00:00 p. m.;77
1503960366;5/07/2016 14:00;5/07/2016;2:00:00 p. m.;125
1503960366;5/07/2016 15:00;5/07/2016;3:00:00 p. m.;318
1503960366;5/07/2016 16:00;5/07/2016;4:00:00 p. m.;259
1503960366;5/07/2016 17:00;5/07/2016;5:00:00 p. m.;173
1503960366;5/07/2016 18:00;5/07/2016;6:00:00 p. m.;253
1503960366;5/07/2016 19:00;5/07/2016;7:00:00 p. m.;652
1503960366;5/07/2016 20:00;5/07/2016;8:00:00 p. m.;102
1503960366;5/07/2016 21:00;5/07/2016;9:00:00 p. m.;2073
1503960366;5/07/2016 22:00;5/07/2016;10:00:00 p. m.;3696
1503960366;5/07/2016 23:00;5/07/2016;11:00:00 p. m.;58
1503960366;5/08/2016 0:00;5/08/2016;12:00:00 a. m.;147
1503960366;5/08/2016 1:00;5/08/2016;1:00:00 a. m.;0
1503960366;5/08/2016 2:00;5/08/2016;2:00:00 a. m.;0
1503960366;5/08/2016 3:00;5/08/2016;3:00:00 a. m.;0
1503960366;5/08/2016 4:00;5/08/2016;4:00:00 a. m.;6
1503960366;5/08/2016 5:00;5/08/2016;5:00:00 a. m.;0
1503960366;5/08/2016 6:00;5/08/2016;6:00:00 a. m.;7
1503960366;5/08/2016 7:00;5/08/2016;7:00:00 a. m.;0
1503960366;5/08/2016 8:00;5/08/2016;8:00:00 a. m.;0
1503960366;5/08/2016 9:00;5/08/2016;9:00:00 a. m.;0
1503960366;5/08/2016 10:00;5/08/2016;10:00:00 a. m.;0
1503960366;5/08/2016 11:00;5/08/2016;11:00:00 a. m.;0
1503960366;5/08/2016 12:00;5/08/2016;12:00:00 p. m.;511
1503960366;5/08/2016 13:00;5/08/2016;1:00:00 p. m.;227
1503960366;5/08/2016 14:00;5/08/2016;2:00:00 p. m.;660
1503960366;5/08/2016 15:00;5/08/2016;3:00:00 p. m.;341
1503960366;5/08/2016 16:00;5/08/2016;4:00:00 p. m.;100
1503960366;5/08/2016 17:00;5/08/2016;5:00:00 p. m.;240
1503960366;5/08/2016 18:00;5/08/2016;6:00:00 p. m.;4472
1503960366;5/08/2016 19:00;5/08/2016;7:00:00 p. m.;1069
1503960366;5/08/2016 20:00;5/08/2016;8:00:00 p. m.;793
1503960366;5/08/2016 21:00;5/08/2016;9:00:00 p. m.;663
1503960366;5/08/2016 22:00;5/08/2016;10:00:00 p. m.;553
1503960366;5/08/2016 23:00;5/08/2016;11:00:00 p. m.;271
1503960366;5/09/2016 0:00;5/09/2016;12:00:00 a. m.;135
1503960366;5/09/2016 1:00;5/09/2016;1:00:00 a. m.;0
1503960366;5/09/2016 2:00;5/09/2016;2:00:00 a. m.;0
1503960366;5/09/2016 3:00;5/09/2016;3:00:00 a. m.;0
1503960366;5/09/2016 4:00;5/09/2016;4:00:00 a. m.;0
1503960366;5/09/2016 5:00;5/09/2016;5:00:00 a. m.;14
1503960366;5/09/2016 6:00;5/09/2016;6:00:00 a. m.;408
1503960366;5/09/2016 7:00;5/09/2016;7:00:00 a. m.;214
1503960366;5/09/2016 8:00;5/09/2016;8:00:00 a. m.;109
1503960366;5/09/2016 9:00;5/09/2016;9:00:00 a. m.;160
1503960366;5/09/2016 10:00;5/09/2016;10:00:00 a. m.;322
1503960366;5/09/2016 11:00;5/09/2016;11:00:00 a. m.;477
1503960366;5/09/2016 12:00;5/09/2016;12:00:00 p. m.;507
1503960366;5/09/2016 13:00;5/09/2016;1:00:00 p. m.;7
1503960366;5/09/2016 14:00;5/09/2016;2:00:00 p. m.;0
1503960366;5/09/2016 15:00;5/09/2016;3:00:00 p. m.;22
1503960366;5/09/2016 16:00;5/09/2016;4:00:00 p. m.;2692
1503960366;5/09/2016 17:00;5/09/2016;5:00:00 p. m.;1260
1503960366;5/09/2016 18:00;5/09/2016;6:00:00 p. m.;624
1503960366;5/09/2016 19:00;5/09/2016;7:00:00 p. m.;1062
1503960366;5/09/2016 20:00;5/09/2016;8:00:00 p. m.;1325
1503960366;5/09/2016 21:00;5/09/2016;9:00:00 p. m.;2684
1503960366;5/09/2016 22:00;5/09/2016;10:00:00 p. m.;0
1503960366;5/09/2016 23:00;5/09/2016;11:00:00 p. m.;0
1503960366;5/10/2016 0:00;5/10/2016;12:00:00 a. m.;0
1503960366;5/10/2016 1:00;5/10/2016;1:00:00 a. m.;92
1503960366;5/10/2016 2:00;5/10/2016;2:00:00 a. m.;0
1503960366;5/10/2016 3:00;5/10/2016;3:00:00 a. m.;0
1503960366;5/10/2016 4:00;5/10/2016;4:00:00 a. m.;0
1503960366;5/10/2016 5:00;5/10/2016;5:00:00 a. m.;0
1503960366;5/10/2016 6:00;5/10/2016;6:00:00 a. m.;0
1503960366;5/10/2016 7:00;5/10/2016;7:00:00 a. m.;47
1503960366;5/10/2016 8:00;5/10/2016;8:00:00 a. m.;227
1503960366;5/10/2016 9:00;5/10/2016;9:00:00 a. m.;1461
1503960366;5/10/2016 10:00;5/10/2016;10:00:00 a. m.;258
1503960366;5/10/2016 11:00;5/10/2016;11:00:00 a. m.;988
1503960366;5/10/2016 12:00;5/10/2016;12:00:00 p. m.;74
1503960366;5/10/2016 13:00;5/10/2016;1:00:00 p. m.;234
1503960366;5/10/2016 14:00;5/10/2016;2:00:00 p. m.;159
1503960366;5/10/2016 15:00;5/10/2016;3:00:00 p. m.;1038
1503960366;5/10/2016 16:00;5/10/2016;4:00:00 p. m.;312
1503960366;5/10/2016 17:00;5/10/2016;5:00:00 p. m.;645
1503960366;5/10/2016 18:00;5/10/2016;6:00:00 p. m.;2494
1503960366;5/10/2016 19:00;5/10/2016;7:00:00 p. m.;1418
1503960366;5/10/2016 20:00;5/10/2016;8:00:00 p. m.;2480
1503960366;5/10/2016 21:00;5/10/2016;9:00:00 p. m.;251
1503960366;5/10/2016 22:00;5/10/2016;10:00:00 p. m.;0
1503960366;5/10/2016 23:00;5/10/2016;11:00:00 p. m.;29
1503960366;5/11/2016 0:00;5/11/2016;12:00:00 a. m.;266
1503960366;5/11/2016 1:00;5/11/2016;1:00:00 a. m.;45
1503960366;5/11/2016 2:00;5/11/2016;2:00:00 a. m.;73
1503960366;5/11/2016 3:00;5/11/2016;3:00:00 a. m.;10
1503960366;5/11/2016 4:00;5/11/2016;4:00:00 a. m.;0
1503960366;5/11/2016 5:00;5/11/2016;5:00:00 a. m.;0
1503960366;5/11/2016 6:00;5/11/2016;6:00:00 a. m.;0
1503960366;5/11/2016 7:00;5/11/2016;7:00:00 a. m.;47
1503960366;5/11/2016 8:00;5/11/2016;8:00:00 a. m.;312
1503960366;5/11/2016 9:00;5/11/2016;9:00:00 a. m.;1914
1503960366;5/11/2016 10:00;5/11/2016;10:00:00 a. m.;644
1503960366;5/11/2016 11:00;5/11/2016;11:00:00 a. m.;259
1503960366;5/11/2016 12:00;5/11/2016;12:00:00 p. m.;116
1503960366;5/11/2016 13:00;5/11/2016;1:00:00 p. m.;811
1503960366;5/11/2016 14:00;5/11/2016;2:00:00 p. m.;1560
1503960366;5/11/2016 15:00;5/11/2016;3:00:00 p. m.;348
1503960366;5/11/2016 16:00;5/11/2016;4:00:00 p. m.;289
1503960366;5/11/2016 17:00;5/11/2016;5:00:00 p. m.;245
1503960366;5/11/2016 18:00;5/11/2016;6:00:00 p. m.;3449
1503960366;5/11/2016 19:00;5/11/2016;7:00:00 p. m.;293
1503960366;5/11/2016 20:00;5/11/2016;8:00:00 p. m.;1209
1624580081;4/12/2016 0:00;4/12/2016;12:00:00 a. m.;31
1624580081;4/12/2016 1:00;4/12/2016;1:00:00 a. m.;0
1624580081;4/12/2016 2:00;4/12/2016;2:00:00 a. m.;0
1624580081;4/12/2016 3:00;4/12/2016;3:00:00 a. m.;7
1624580081;4/12/2016 4:00;4/12/2016;4:00:00 a. m.;0
1624580081;4/12/2016 5:00;4/12/2016;5:00:00 a. m.;0
1624580081;4/12/2016 6:00;4/12/2016;6:00:00 a. m.;0
1624580081;4/12/2016 7:00;4/12/2016;7:00:00 a. m.;0
1624580081;4/12/2016 8:00;4/12/2016;8:00:00 a. m.;0
1624580081;4/12/2016 9:00;4/12/2016;9:00:00 a. m.;1085
1624580081;4/12/2016 10:00;4/12/2016;10:00:00 a. m.;5375
1624580081;4/12/2016 11:00;4/12/2016;11:00:00 a. m.;129
1624580081;4/12/2016 12:00;4/12/2016;12:00:00 p. m.;81
1624580081;4/12/2016 13:00;4/12/2016;1:00:00 p. m.;67
1624580081;4/12/2016 14:00;4/12/2016;2:00:00 p. m.;43
1624580081;4/12/2016 15:00;4/12/2016;3:00:00 p. m.;0
1624580081;4/12/2016 16:00;4/12/2016;4:00:00 p. m.;79
1624580081;4/12/2016 17:00;4/12/2016;5:00:00 p. m.;235
1624580081;4/12/2016 18:00;4/12/2016;6:00:00 p. m.;257
1624580081;4/12/2016 19:00;4/12/2016;7:00:00 p. m.;501
1624580081;4/12/2016 20:00;4/12/2016;8:00:00 p. m.;99
1624580081;4/12/2016 21:00;4/12/2016;9:00:00 p. m.;0
1624580081;4/12/2016 22:00;4/12/2016;10:00:00 p. m.;0
1624580081;4/12/2016 23:00;4/12/2016;11:00:00 p. m.;174
1624580081;5/01/2016 0:00;5/01/2016;12:00:00 a. m.;6
1624580081;5/01/2016 1:00;5/01/2016;1:00:00 a. m.;0
1624580081;5/01/2016 2:00;5/01/2016;2:00:00 a. m.;0
1624580081;5/01/2016 3:00;5/01/2016;3:00:00 a. m.;0
1624580081;5/01/2016 4:00;5/01/2016;4:00:00 a. m.;207
1624580081;5/01/2016 5:00;5/01/2016;5:00:00 a. m.;1748
1624580081;5/01/2016 6:00;5/01/2016;6:00:00 a. m.;2759
1624580081;5/01/2016 7:00;5/01/2016;7:00:00 a. m.;7609
1624580081;5/01/2016 8:00;5/01/2016;8:00:00 a. m.;8520
1624580081;5/01/2016 9:00;5/01/2016;9:00:00 a. m.;8976
1624580081;5/01/2016 10:00;5/01/2016;10:00:00 a. m.;4282
1624580081;5/01/2016 11:00;5/01/2016;11:00:00 a. m.;176
1624580081;5/01/2016 12:00;5/01/2016;12:00:00 p. m.;217
1624580081;5/01/2016 13:00;5/01/2016;1:00:00 p. m.;41
1624580081;5/01/2016 14:00;5/01/2016;2:00:00 p. m.;0
1624580081;5/01/2016 15:00;5/01/2016;3:00:00 p. m.;0
1624580081;5/01/2016 16:00;5/01/2016;4:00:00 p. m.;180
1624580081;5/01/2016 17:00;5/01/2016;5:00:00 p. m.;46
1624580081;5/01/2016 18:00;5/01/2016;6:00:00 p. m.;128
1624580081;5/01/2016 19:00;5/01/2016;7:00:00 p. m.;125
1624580081;5/01/2016 20:00;5/01/2016;8:00:00 p. m.;385
1624580081;5/01/2016 21:00;5/01/2016;9:00:00 p. m.;289
1624580081;5/01/2016 22:00;5/01/2016;10:00:00 p. m.;272
1624580081;5/01/2016 23:00;5/01/2016;11:00:00 p. m.;53
1624580081;5/02/2016 0:00;5/02/2016;12:00:00 a. m.;82
1624580081;5/02/2016 1:00;5/02/2016;1:00:00 a. m.;0
1624580081;5/02/2016 2:00;5/02/2016;2:00:00 a. m.;0
1624580081;5/02/2016 3:00;5/02/2016;3:00:00 a. m.;0
1624580081;5/02/2016 4:00;5/02/2016;4:00:00 a. m.;0
1624580081;5/02/2016 5:00;5/02/2016;5:00:00 a. m.;0
1624580081;5/02/2016 6:00;5/02/2016;6:00:00 a. m.;100
1624580081;5/02/2016 7:00;5/02/2016;7:00:00 a. m.;0
1624580081;5/02/2016 8:00;5/02/2016;8:00:00 a. m.;0
1624580081;5/02/2016 9:00;5/02/2016;9:00:00 a. m.;0
1624580081;5/02/2016 10:00;5/02/2016;10:00:00 a. m.;671
1624580081;5/02/2016 11:00;5/02/2016;11:00:00 a. m.;1649
1624580081;5/02/2016 12:00;5/02/2016;12:00:00 p. m.;111
1624580081;5/02/2016 13:00;5/02/2016;1:00:00 p. m.;103
1624580081;5/02/2016 14:00;5/02/2016;2:00:00 p. m.;0
1624580081;5/02/2016 15:00;5/02/2016;3:00:00 p. m.;180
1624580081;5/02/2016 16:00;5/02/2016;4:00:00 p. m.;19
1624580081;5/02/2016 17:00;5/02/2016;5:00:00 p. m.;81
1624580081;5/02/2016 18:00;5/02/2016;6:00:00 p. m.;569
1624580081;5/02/2016 19:00;5/02/2016;7:00:00 p. m.;3261
1624580081;5/02/2016 20:00;5/02/2016;8:00:00 p. m.;50
1624580081;5/02/2016 21:00;5/02/2016;9:00:00 p. m.;57
1624580081;5/02/2016 22:00;5/02/2016;10:00:00 p. m.;150
1624580081;5/02/2016 23:00;5/02/2016;11:00:00 p. m.;72
1624580081;5/03/2016 0:00;5/03/2016;12:00:00 a. m.;0
1624580081;5/03/2016 1:00;5/03/2016;1:00:00 a. m.;0
1624580081;5/03/2016 2:00;5/03/2016;2:00:00 a. m.;0
1624580081;5/03/2016 3:00;5/03/2016;3:00:00 a. m.;0
1624580081;5/03/2016 4:00;5/03/2016;4:00:00 a. m.;0
1624580081;5/03/2016 5:00;5/03/2016;5:00:00 a. m.;0
1624580081;5/03/2016 6:00;5/03/2016;6:00:00 a. m.;66
1624580081;5/03/2016 7:00;5/03/2016;7:00:00 a. m.;507
1624580081;5/03/2016 8:00;5/03/2016;8:00:00 a. m.;0
1624580081;5/03/2016 9:00;5/03/2016;9:00:00 a. m.;0
1624580081;5/03/2016 10:00;5/03/2016;10:00:00 a. m.;0
1624580081;5/03/2016 11:00;5/03/2016;11:00:00 a. m.;0
1624580081;5/03/2016 12:00;5/03/2016;12:00:00 p. m.;130
1624580081;5/03/2016 13:00;5/03/2016;1:00:00 p. m.;127
1624580081;5/03/2016 14:00;5/03/2016;2:00:00 p. m.;128
1624580081;5/03/2016 15:00;5/03/2016;3:00:00 p. m.;7
1624580081;5/03/2016 16:00;5/03/2016;4:00:00 p. m.;0
1624580081;5/03/2016 17:00;5/03/2016;5:00:00 p. m.;0
1624580081;5/03/2016 18:00;5/03/2016;6:00:00 p. m.;585
1624580081;5/03/2016 19:00;5/03/2016;7:00:00 p. m.;223
1624580081;5/03/2016 20:00;5/03/2016;8:00:00 p. m.;0
1624580081;5/03/2016 21:00;5/03/2016;9:00:00 p. m.;16
1624580081;5/03/2016 22:00;5/03/2016;10:00:00 p. m.;155
1624580081;5/03/2016 23:00;5/03/2016;11:00:00 p. m.;156
1624580081;5/04/2016 0:00;5/04/2016;12:00:00 a. m.;0
1624580081;5/04/2016 1:00;5/04/2016;1:00:00 a. m.;0
1624580081;5/04/2016 2:00;5/04/2016;2:00:00 a. m.;15
1624580081;5/04/2016 3:00;5/04/2016;3:00:00 a. m.;0
